H	355_Anlg	353_Anlg	460_Anlg	532_Anlg	530_Anlg	355_Anlg_Molec	532_Anlg_Molec		MolecExt355_Anlg	MolecBack355_Anlg	MolecExt353_Anlg	MolecBack353_Anlg	MolecExt460_Anlg	MolecBack460_Anlg	MolecExt532_Anlg	MolecBack532_Anlg	MolecExt530_Anlg	MolecBack530_Anlg
450	16.095109	3.8222414	0.049963962	8.1185655	0.91737355	5.3108337	1.8899121		6.8346227E-5	8.0459884E-6	6.9987064E-5	8.2391541E-6	2.3313561E-5	2.7445647E-6	1.2848906E-5	1.5126241E-6	1.3048045E-5	1.5360675E-6
453.75	15.864864	3.769976	0.049845839	7.9759173	0.90413347	5.2197452	1.8582706		6.8333237E-5	8.0444591E-6	6.9973761E-5	8.2375882E-6	2.330913E-5	2.744043E-6	1.2846464E-5	1.5123366E-6	1.3045565E-5	1.5357755E-6
457.5	15.644618	3.7243096	0.04939611	7.8368991	0.8909847	5.1309202	1.8274085		6.8320247E-5	8.0429299E-6	6.996046E-5	8.2360223E-6	2.3304699E-5	2.7435214E-6	1.2844022E-5	1.5120491E-6	1.3043085E-5	1.5354836E-6
461.25	15.441107	3.6748979	0.048878627	7.7093159	0.87687051	5.0442849	1.7973004		6.8307257E-5	8.0414007E-6	6.9947158E-5	8.2344563E-6	2.3300268E-5	2.7429997E-6	1.284158E-5	1.5117616E-6	1.3040605E-5	1.5351916E-6
465	15.22808	3.6213508	0.048374589	7.5863664	0.86072799	4.9597682	1.7679219		6.8294266E-5	8.0398713E-6	6.9933854E-5	8.2328901E-6	2.3295836E-5	2.742478E-6	1.2839138E-5	1.5114741E-6	1.3038125E-5	1.5348996E-6
468.75	15.014463	3.5735279	0.047486099	7.4609281	0.84945649	4.8773021	1.7392498		6.8281271E-5	8.0383415E-6	6.9920548E-5	8.2313236E-6	2.3291404E-5	2.7419562E-6	1.2836695E-5	1.5111865E-6	1.3035644E-5	1.5346076E-6
472.5	14.822628	3.5292259	0.046971571	7.3401771	0.83975389	4.7968211	1.7112616		6.8268272E-5	8.0368112E-6	6.9907237E-5	8.2297566E-6	2.328697E-5	2.7414342E-6	1.2834251E-5	1.5108988E-6	1.3033162E-5	1.5343154E-6
476.25	14.634047	3.4842418	0.046515799	7.2304043	0.8259527	4.7182625	1.6839358		6.8255269E-5	8.0352804E-6	6.9893921E-5	8.2281891E-6	2.3282534E-5	2.740912E-6	1.2831806E-5	1.510611E-6	1.303068E-5	1.5340232E-6
480	14.441607	3.4374097	0.045864593	7.1303023	0.81409516	4.6415659	1.6572516		6.824226E-5	8.0337489E-6	6.98806E-5	8.2266208E-6	2.3278097E-5	2.7403897E-6	1.2829361E-5	1.5103231E-6	1.3028196E-5	1.5337308E-6
483.75	14.256087	3.3906327	0.04534538	7.0257115	0.80177299	4.5666734	1.6311893		6.8229246E-5	8.0322169E-6	6.9867274E-5	8.225052E-6	2.3273657E-5	2.7398671E-6	1.2826914E-5	1.5100351E-6	1.3025712E-5	1.5334383E-6
487.5	14.070473	3.3457257	0.045122153	6.9102491	0.78748852	4.4935293	1.6057297		6.8216227E-5	8.0306843E-6	6.9853943E-5	8.2234826E-6	2.3269217E-5	2.7393443E-6	1.2824467E-5	1.509747E-6	1.3023226E-5	1.5331457E-6
491.25	13.86591	3.3011995	0.045002113	6.7953144	0.77686514	4.42208	1.5808543		6.8203203E-5	8.0291511E-6	6.9840606E-5	8.2219126E-6	2.3264774E-5	2.7388213E-6	1.2822018E-5	1.5094587E-6	1.302074E-5	1.532853E-6
495	13.675568	3.2562975	0.044234515	6.6888085	0.76903882	4.3522739	1.5565456		6.8190174E-5	8.0276172E-6	6.9827264E-5	8.2203419E-6	2.326033E-5	2.7382981E-6	1.2819569E-5	1.5091704E-6	1.3018252E-5	1.5325602E-6
498.75	13.504628	3.2116527	0.043116808	6.5911849	0.760026	4.2840614	1.5327865		6.817714E-5	8.0260828E-6	6.9813917E-5	8.2187707E-6	2.3255884E-5	2.7377747E-6	1.2817118E-5	1.5088819E-6	1.3015764E-5	1.5322673E-6
502.5	13.328649	3.1671284	0.042495818	6.4882009	0.74753962	4.2173948	1.5095605		6.8164101E-5	8.0245478E-6	6.9800565E-5	8.2171988E-6	2.3251436E-5	2.7372511E-6	1.2814667E-5	1.5085933E-6	1.3013275E-5	1.5319742E-6
506.25	13.152426	3.1253926	0.042333422	6.3915788	0.73549171	4.1522281	1.486852		6.8151057E-5	8.0230122E-6	6.9787208E-5	8.2156263E-6	2.3246986E-5	2.7367273E-6	1.2812215E-5	1.5083046E-6	1.3010785E-5	1.5316811E-6
510	12.982465	3.0894071	0.042210561	6.3079821	0.72693557	4.0885169	1.4646457		6.8138008E-5	8.021476E-6	6.9773845E-5	8.2140533E-6	2.3242535E-5	2.7362032E-6	1.2809762E-5	1.5080158E-6	1.3008293E-5	1.5313878E-6
513.75	12.822882	3.0501194	0.042010282	6.221937	0.71766782	4.0262186	1.4429269		6.8124954E-5	8.0199392E-6	6.9760478E-5	8.2124796E-6	2.3238082E-5	2.735679E-6	1.2807307E-5	1.5077269E-6	1.3005801E-5	1.5310944E-6
517.5	12.663229	3.0039624	0.041850123	6.1337233	0.70727879	3.965292	1.4216815		6.8111895E-5	8.0184018E-6	6.9747105E-5	8.2109053E-6	2.3233628E-5	2.7351546E-6	1.2804852E-5	1.5074379E-6	1.3003308E-5	1.5308009E-6
521.25	12.50163	2.9597092	0.040949493	6.0490478	0.6968604	3.9056975	1.4008959		6.809883E-5	8.0168638E-6	6.9733727E-5	8.2093304E-6	2.3229171E-5	2.73463E-6	1.2802396E-5	1.5071488E-6	1.3000814E-5	1.5305073E-6
525	12.349897	2.9198796	0.039841343	5.9669473	0.68628571	3.8473969	1.380557		6.8085761E-5	8.0153253E-6	6.9720344E-5	8.2077549E-6	2.3224713E-5	2.7341052E-6	1.2799939E-5	1.5068595E-6	1.2998319E-5	1.5302135E-6
528.75	12.192557	2.879775	0.039699713	5.8862668	0.67682516	3.7903532	1.3606521		6.8072687E-5	8.0137861E-6	6.9706956E-5	8.2061787E-6	2.3220253E-5	2.7335801E-6	1.2797481E-5	1.5065702E-6	1.2995823E-5	1.5299197E-6
532.5	12.037631	2.8407349	0.039646256	5.8106827	0.66911843	3.7345309	1.341169		6.8059607E-5	8.0122463E-6	6.9693562E-5	8.204602E-6	2.3215792E-5	2.7330549E-6	1.2795022E-5	1.5062807E-6	1.2993326E-5	1.5296257E-6
536.25	11.894628	2.8045643	0.039425424	5.7381418	0.6605612	3.6798957	1.3220958		6.8046523E-5	8.010706E-6	6.9680164E-5	8.2030247E-6	2.3211329E-5	2.7325295E-6	1.2792563E-5	1.5059911E-6	1.2990828E-5	1.5293317E-6
540	11.74077	2.7660146	0.039179835	5.6566567	0.64987675	3.6264144	1.3034213		6.8033433E-5	8.009165E-6	6.966676E-5	8.2014468E-6	2.3206864E-5	2.7320039E-6	1.2790102E-5	1.5057014E-6	1.2988329E-5	1.5290375E-6
543.75	11.580083	2.7270633	0.038755876	5.5748286	0.64236774	3.574055	1.2851344		6.8020339E-5	8.0076235E-6	6.9653351E-5	8.1998682E-6	2.3202397E-5	2.731478E-6	1.278764E-5	1.5054116E-6	1.2985829E-5	1.5287432E-6
547.5	11.434837	2.6944439	0.038214939	5.5040163	0.6367411	3.5227867	1.2672244		6.8007239E-5	8.0060814E-6	6.9639937E-5	8.1982891E-6	2.3197929E-5	2.730952E-6	1.2785177E-5	1.5051217E-6	1.2983328E-5	1.5284488E-6
551.25	11.299699	2.6620562	0.037670807	5.4340454	0.62706848	3.4725795	1.2496812		6.7994135E-5	8.0045387E-6	6.9626518E-5	8.1967093E-6	2.3193459E-5	2.7304258E-6	1.2782714E-5	1.5048317E-6	1.2980826E-5	1.5281543E-6
555	11.168966	2.6245659	0.037281644	5.3671588	0.61749324	3.4234047	1.2324949		6.7981025E-5	8.0029954E-6	6.9613094E-5	8.1951289E-6	2.3188987E-5	2.7298993E-6	1.2780249E-5	1.5045415E-6	1.2978324E-5	1.5278596E-6
558.75	11.040961	2.5870455	0.037209631	5.2974389	0.60976154	3.3752344	1.2156557		6.7967911E-5	8.0014515E-6	6.9599664E-5	8.193548E-6	2.3184513E-5	2.7293727E-6	1.2777784E-5	1.5042513E-6	1.297582E-5	1.5275649E-6
562.5	10.896056	2.554225	0.036883988	5.2203378	0.60070647	3.3280417	1.1991546		6.7954791E-5	7.999907E-6	6.958623E-5	8.1919664E-6	2.3180038E-5	2.7288458E-6	1.2775317E-5	1.5039609E-6	1.2973315E-5	1.52727E-6
566.25	10.749239	2.5233534	0.035992996	5.1462671	0.59323729	3.2818005	1.1829824		6.7941666E-5	7.9983619E-6	6.957279E-5	8.1903842E-6	2.3175561E-5	2.7283188E-6	1.277285E-5	1.5036704E-6	1.297081E-5	1.526975E-6
570	10.616279	2.4901689	0.035176359	5.0833403	0.58730418	3.2364856	1.1671306		6.7928537E-5	7.9968162E-6	6.9559345E-5	8.1888015E-6	2.3171083E-5	2.7277915E-6	1.2770382E-5	1.5033799E-6	1.2968303E-5	1.52668E-6
573.75	10.491127	2.4557336	0.03484225	5.0244184	0.57945635	3.1920728	1.1515909		6.7915404E-5	7.9952701E-6	6.9545897E-5	8.1872182E-6	2.3166603E-5	2.7272642E-6	1.2767913E-5	1.5030892E-6	1.2965796E-5	1.5263848E-6
577.5	10.375994	2.4241581	0.034627729	4.9603426	0.57311481	3.1485385	1.1363551		6.7902268E-5	7.9937237E-6	6.9532446E-5	8.1856347E-6	2.3162122E-5	2.7267367E-6	1.2765443E-5	1.5027985E-6	1.2963288E-5	1.5260896E-6
581.25	10.249485	2.3913928	0.034462484	4.8958843	0.56771116	3.1058599	1.1214153		6.7889131E-5	7.9921772E-6	6.9518993E-5	8.184051E-6	2.3157641E-5	2.7262091E-6	1.2762973E-5	1.5025077E-6	1.296078E-5	1.5257943E-6
585	10.114306	2.3558342	0.034102685	4.835394	0.5596901	3.0640152	1.1067641		6.7875993E-5	7.9906306E-6	6.950554E-5	8.1824673E-6	2.3153159E-5	2.7256816E-6	1.2760504E-5	1.502217E-6	1.2958272E-5	1.525499E-6
588.75	9.9886995	2.3226601	0.033597848	4.769912	0.55321518	3.0229828	1.0923941		6.7862857E-5	7.9890841E-6	6.9492089E-5	8.1808837E-6	2.3148678E-5	2.7251541E-6	1.2758034E-5	1.5019263E-6	1.2955764E-5	1.5252038E-6
592.5	9.8693714	2.2905922	0.033282109	4.7004132	0.54831989	2.9827423	1.0782982		6.7849723E-5	7.9875379E-6	6.9478639E-5	8.1793004E-6	2.3144198E-5	2.7246266E-6	1.2755565E-5	1.5016356E-6	1.2953256E-5	1.5249086E-6
596.25	9.757694	2.2622541	0.033048392	4.6413582	0.54118284	2.9432735	1.0644694		6.7836592E-5	7.9859921E-6	6.9465193E-5	8.1777175E-6	2.3139719E-5	2.7240993E-6	1.2753096E-5	1.501345E-6	1.295075E-5	1.5246135E-6
600	9.6413846	2.2369168	0.03274631	4.5871187	0.53382465	2.9045571	1.0509012		6.7823466E-5	7.9844469E-6	6.9451752E-5	8.1761351E-6	2.3135242E-5	2.7235722E-6	1.2750629E-5	1.5010545E-6	1.2948244E-5	1.5243185E-6
603.75	9.5148124	2.2055501	0.031984355	4.5299625	0.52806094	2.8665744	1.0375871		6.7810346E-5	7.9829023E-6	6.9438317E-5	8.1745535E-6	2.3130766E-5	2.7230454E-6	1.2748162E-5	1.5007641E-6	1.2945739E-5	1.5240236E-6
607.5	9.3910171	2.1735846	0.031258101	4.4777943	0.52184718	2.8293072	1.0245208		6.7797232E-5	7.9813585E-6	6.9424888E-5	8.1729727E-6	2.3126293E-5	2.7225188E-6	1.2745697E-5	1.5004739E-6	1.2943235E-5	1.5237289E-6
611.25	9.2815667	2.1492516	0.031400397	4.4202309	0.51437643	2.7927377	1.0116962		6.7784127E-5	7.9798157E-6	6.9411469E-5	8.1713928E-6	2.3121823E-5	2.7219925E-6	1.2743233E-5	1.5001838E-6	1.2940734E-5	1.5234344E-6
615	9.1775305	2.1272484	0.031196125	4.3565349	0.50757017	2.7568491	0.9991075		6.7771031E-5	7.9782741E-6	6.9398059E-5	8.1698141E-6	2.3117356E-5	2.7214666E-6	1.2740771E-5	1.499894E-6	1.2938233E-5	1.5231401E-6
618.75	9.0646794	2.0966598	0.030679734	4.3016725	0.5013644	2.7216245	0.98674894		6.7757946E-5	7.9767336E-6	6.9384659E-5	8.1682367E-6	2.3112892E-5	2.7209412E-6	1.2738311E-5	1.4996044E-6	1.2935735E-5	1.522846E-6
622.5	8.9477624	2.0619752	0.030617145	4.2445934	0.49502669	2.6870481	0.97461501		6.7744873E-5	7.9751946E-6	6.9371272E-5	8.1666607E-6	2.3108433E-5	2.7204162E-6	1.2735853E-5	1.4993151E-6	1.293324E-5	1.5225521E-6
626.25	8.8496552	2.0347799	0.030177852	4.1839625	0.48941507	2.6531042	0.96270032		6.7731813E-5	7.9736571E-6	6.9357898E-5	8.1650863E-6	2.3103978E-5	2.7198917E-6	1.2733398E-5	1.499026E-6	1.2930746E-5	1.5222586E-6
630	8.7540177	2.0108927	0.02974154	4.1292737	0.48428497	2.6197776	0.95099966		6.7718767E-5	7.9721212E-6	6.9344539E-5	8.1635136E-6	2.3099528E-5	2.7193679E-6	1.2730945E-5	1.4987373E-6	1.2928256E-5	1.5219654E-6
633.75	8.6371754	1.9853302	0.029501967	4.0742654	0.47929668	2.5870538	0.93950799		6.7705736E-5	7.9705872E-6	6.9331196E-5	8.1619428E-6	2.3095083E-5	2.7188446E-6	1.2728496E-5	1.4984489E-6	1.2925768E-5	1.5216726E-6
637.5	8.5321871	1.9597931	0.028752711	4.0169137	0.47317876	2.5549183	0.92822038		6.7692722E-5	7.9690551E-6	6.9317869E-5	8.1603739E-6	2.3090644E-5	2.718322E-6	1.2726049E-5	1.4981609E-6	1.2923283E-5	1.5213801E-6
641.25	8.4359156	1.9365452	0.02806884	3.9687029	0.4669222	2.5233575	0.91713209		6.7679726E-5	7.9675252E-6	6.9304561E-5	8.1588072E-6	2.3086211E-5	2.7178001E-6	1.2723606E-5	1.4978732E-6	1.2920802E-5	1.521088E-6
645	8.333359	1.9127323	0.02796267	3.9257438	0.46281396	2.4923579	0.90623847		6.7666748E-5	7.9659974E-6	6.9291272E-5	8.1572428E-6	2.3081784E-5	2.717279E-6	1.2721166E-5	1.497586E-6	1.2918325E-5	1.5207963E-6
648.75	8.2358815	1.8872185	0.027985486	3.8780387	0.46008263	2.4619064	0.89553503		6.7653791E-5	7.9644721E-6	6.9278004E-5	8.1556808E-6	2.3077364E-5	2.7167586E-6	1.271873E-5	1.4972993E-6	1.2915851E-5	1.5205051E-6
652.5	8.1474981	1.8631974	0.027466858	3.8329894	0.45439655	2.4319904	0.88501742		6.7640855E-5	7.9629492E-6	6.9264757E-5	8.1541214E-6	2.3072952E-5	2.7162392E-6	1.2716298E-5	1.497013E-6	1.2913381E-5	1.5202144E-6
656.25	8.0523359	1.8419508	0.026787033	3.7865692	0.44802948	2.4025976	0.87468139		6.7627942E-5	7.961429E-6	6.9251534E-5	8.1525647E-6	2.3068547E-5	2.7157206E-6	1.2713871E-5	1.4967272E-6	1.2910916E-5	1.5199242E-6
660	7.9601191	1.8175045	0.026478775	3.733675	0.44347489	2.3737161	0.86452281		6.7615053E-5	7.9599116E-6	6.9238335E-5	8.1510109E-6	2.306415E-5	2.715203E-6	1.2711447E-5	1.4964419E-6	1.2908455E-5	1.5196345E-6
663.75	7.8700448	1.7914614	0.026250809	3.6865608	0.43836324	2.3453341	0.85453769		6.7602188E-5	7.9583971E-6	6.9225162E-5	8.14946E-6	2.3059762E-5	2.7146864E-6	1.2709029E-5	1.4961572E-6	1.2905999E-5	1.5193453E-6
667.5	7.7704947	1.7698169	0.025749752	3.6454251	0.43335467	2.3174404	0.84472209		6.7589346E-5	7.9568854E-6	6.9212012E-5	8.147912E-6	2.3055381E-5	2.7141708E-6	1.2706615E-5	1.495873E-6	1.2903548E-5	1.5190567E-6
671.25	7.6819103	1.7479726	0.025479483	3.6060938	0.4287333	2.2900238	0.8350722		6.7576526E-5	7.9553761E-6	6.9198884E-5	8.1463665E-6	2.3051008E-5	2.7136559E-6	1.2704205E-5	1.4955892E-6	1.29011E-5	1.5187686E-6
675	7.600933	1.7262095	0.02551923	3.5673601	0.42425986	2.2630736	0.82558429		6.7563725E-5	7.9538691E-6	6.9185775E-5	8.1448232E-6	2.3046642E-5	2.7131419E-6	1.2701798E-5	1.4953059E-6	1.2898656E-5	1.5184809E-6
678.75	7.5167792	1.7066152	0.025254872	3.5247641	0.41846343	2.2365793	0.81625476		6.755094E-5	7.952364E-6	6.9172683E-5	8.143282E-6	2.3042281E-5	2.7126285E-6	1.2699394E-5	1.495023E-6	1.2896216E-5	1.5181935E-6
682.5	7.4367415	1.6865895	0.024988011	3.481709	0.41226373	2.2105307	0.80708009		6.753817E-5	7.9508607E-6	6.9159606E-5	8.1417426E-6	2.3037925E-5	2.7121157E-6	1.2696994E-5	1.4947403E-6	1.2893778E-5	1.5179065E-6
686.25	7.3615923	1.6662896	0.024546774	3.4388614	0.40959722	2.184918	0.79805685		6.7525412E-5	7.9493588E-6	6.9146542E-5	8.1402047E-6	2.3033573E-5	2.7116034E-6	1.2694595E-5	1.494458E-6	1.2891342E-5	1.5176198E-6
690	7.2791929	1.643546	0.024157664	3.3998962	0.40685471	2.1597315	0.78918174		6.7512665E-5	7.9478581E-6	6.9133489E-5	8.138668E-6	2.3029224E-5	2.7110915E-6	1.2692199E-5	1.4941759E-6	1.2888908E-5	1.5173333E-6
693.75	7.1883741	1.6236772	0.024427107	3.3628821	0.40257912	2.1349618	0.7804515		6.7499925E-5	7.9463584E-6	6.9120444E-5	8.1371322E-6	2.3024879E-5	2.7105799E-6	1.2689804E-5	1.4938939E-6	1.2886476E-5	1.517047E-6
697.5	7.1056165	1.6073037	0.024269557	3.3215968	0.39873248	2.1105999	0.771863		6.7487192E-5	7.9448594E-6	6.9107405E-5	8.1355972E-6	2.3020536E-5	2.7100686E-6	1.268741E-5	1.4936121E-6	1.2884045E-5	1.5167608E-6
701.25	7.0290501	1.5883889	0.023225487	3.2799205	0.39291113	2.0866368	0.76341318		6.7474462E-5	7.9433608E-6	6.909437E-5	8.1340627E-6	2.3016193E-5	2.7095574E-6	1.2685017E-5	1.4933304E-6	1.2881615E-5	1.5164747E-6
705	6.9425804	1.5677468	0.022586074	3.242716	0.3871203	2.0630639	0.75509905		6.7461735E-5	7.9418624E-6	6.9081336E-5	8.1325283E-6	2.3011852E-5	2.7090463E-6	1.2682624E-5	1.4930487E-6	1.2879185E-5	1.5161887E-6
708.75	6.8541185	1.5469616	0.022817768	3.2036252	0.38395012	2.0398729	0.74691772		6.7449006E-5	7.940364E-6	6.9068302E-5	8.1309939E-6	2.300751E-5	2.7085351E-6	1.2680231E-5	1.492767E-6	1.2876755E-5	1.5159026E-6
712.5	6.7867687	1.5273869	0.022629123	3.1604721	0.38069636	2.0170556	0.73886635		6.7436275E-5	7.9388652E-6	6.9055266E-5	8.1294592E-6	2.3003167E-5	2.7080239E-6	1.2677838E-5	1.4924852E-6	1.2874325E-5	1.5156165E-6
716.25	6.7233057	1.5113754	0.021954888	3.1214668	0.37659598	1.9946039	0.7309422		6.7423539E-5	7.9373659E-6	6.9042224E-5	8.1279239E-6	2.2998823E-5	2.7075125E-6	1.2675443E-5	1.4922034E-6	1.2871893E-5	1.5153302E-6
720	6.6454056	1.4936344	0.021749977	3.0828538	0.37233674	1.9725102	0.72314259		6.7410796E-5	7.9358657E-6	6.9029175E-5	8.1263877E-6	2.2994476E-5	2.7070008E-6	1.2673048E-5	1.4919213E-6	1.2869461E-5	1.5150438E-6
723.75	6.5712761	1.4737802	0.021571502	3.0432125	0.36915493	1.9507669	0.71546492		6.7398044E-5	7.9343645E-6	6.9016117E-5	8.1248504E-6	2.2990126E-5	2.7064887E-6	1.267065E-5	1.4916391E-6	1.2867026E-5	1.5147572E-6
727.5	6.5008194	1.4569571	0.021187849	3.0059188	0.36563226	1.9293667	0.70790663		6.7385281E-5	7.9328619E-6	6.9003047E-5	8.1233118E-6	2.2985773E-5	2.7059761E-6	1.2668251E-5	1.4913566E-6	1.2864589E-5	1.5144704E-6
731.25	6.4308806	1.441399	0.021116182	2.9739289	0.3611577	1.9083024	0.70046527		6.7372504E-5	7.9313578E-6	6.8989963E-5	8.1217715E-6	2.2981414E-5	2.705463E-6	1.2665849E-5	1.4910739E-6	1.286215E-5	1.5141832E-6
735	6.3606446	1.4228494	0.020698054	2.9439557	0.35857244	1.887567	0.69313841		6.7359711E-5	7.9298518E-6	6.8976863E-5	8.1202294E-6	2.2977051E-5	2.7049493E-6	1.2663444E-5	1.4907907E-6	1.2859708E-5	1.5138957E-6
738.75	6.2877071	1.4049385	0.020134541	2.909828	0.3558865	1.8671538	0.6859237		6.7346901E-5	7.9283437E-6	6.8963745E-5	8.1186851E-6	2.2972681E-5	2.7044349E-6	1.2661036E-5	1.4905072E-6	1.2857262E-5	1.5136078E-6
742.5	6.2184858	1.388943	0.019930535	2.871208	0.35123576	1.847056	0.67881886		6.733407E-5	7.9268333E-6	6.8950607E-5	8.1171384E-6	2.2968304E-5	2.7039197E-6	1.2658623E-5	1.4902233E-6	1.2854813E-5	1.5133194E-6
746.25	6.1581453	1.3730883	0.019866748	2.8379179	0.34717856	1.8272674	0.67182165		6.7321218E-5	7.9253202E-6	6.8937446E-5	8.115589E-6	2.296392E-5	2.7034036E-6	1.2656207E-5	1.4899388E-6	1.2852359E-5	1.5130306E-6
750	6.0924606	1.3585515	0.019779773	2.8072406	0.34469548	1.8077814	0.66492989		6.7308341E-5	7.9238043E-6	6.892426E-5	8.1140367E-6	2.2959528E-5	2.7028865E-6	1.2653786E-5	1.4896538E-6	1.2849901E-5	1.5127412E-6
753.75	6.025389	1.3446803	0.01926876	2.7699418	0.34253139	1.7885921	0.65814147		6.7295438E-5	7.9222853E-6	6.8911047E-5	8.1124812E-6	2.2955126E-5	2.7023683E-6	1.2651361E-5	1.4893683E-6	1.2847437E-5	1.5124512E-6
757.5	5.9620807	1.3291709	0.018790465	2.7364225	0.33895453	1.7696935	0.65145432		6.7282506E-5	7.9207629E-6	6.8897805E-5	8.1109223E-6	2.2950715E-5	2.701849E-6	1.264893E-5	1.489082E-6	1.2844969E-5	1.5121605E-6
761.25	5.8917306	1.3120439	0.019032861	2.7063775	0.33431641	1.7510798	0.64486644		6.7269547E-5	7.9192373E-6	6.8884534E-5	8.10936E-6	2.2946295E-5	2.7013286E-6	1.2646493E-5	1.4887952E-6	1.2842495E-5	1.5118693E-6
765	5.827115	1.2953788	0.019091536	2.6730134	0.33070921	1.7327453	0.63837591		6.7256562E-5	7.9177087E-6	6.8871238E-5	8.1077947E-6	2.2941865E-5	2.7008072E-6	1.2644052E-5	1.4885079E-6	1.2840016E-5	1.5115775E-6
768.75	5.7697356	1.282137	0.018527917	2.6396479	0.32826079	1.7146848	0.63198085		6.7243554E-5	7.9161773E-6	6.8857917E-5	8.1062266E-6	2.2937428E-5	2.7002848E-6	1.2641607E-5	1.48822E-6	1.2837532E-5	1.5112851E-6
772.5	5.7082178	1.2691925	0.01814099	2.6066044	0.32636947	1.6968928	0.62567942		6.7230524E-5	7.9146434E-6	6.8844575E-5	8.1046559E-6	2.2932984E-5	2.6997616E-6	1.2639157E-5	1.4879316E-6	1.2835045E-5	1.5109923E-6
776.25	5.6456715	1.2519381	0.018163299	2.5725591	0.32263754	1.6793643	0.61946982		6.7217476E-5	7.9131073E-6	6.8831214E-5	8.1030829E-6	2.2928533E-5	2.6992376E-6	1.2636704E-5	1.4876428E-6	1.2832554E-5	1.510699E-6
780	5.5846222	1.2357164	0.018086334	2.5382422	0.31772731	1.662094	0.61335032		6.7204411E-5	7.9115692E-6	6.8817835E-5	8.1015079E-6	2.2924076E-5	2.698713E-6	1.2634248E-5	1.4873537E-6	1.2830059E-5	1.5104054E-6
783.75	5.5227477	1.2228794	0.017824744	2.5051327	0.31398404	1.6450772	0.6073192		6.7191331E-5	7.9100294E-6	6.8804441E-5	8.0999311E-6	2.2919615E-5	2.6981877E-6	1.2631789E-5	1.4870642E-6	1.2827562E-5	1.5101114E-6
787.5	5.4641056	1.2103991	0.017154264	2.4722153	0.3111275	1.6283089	0.6013748		6.7178239E-5	7.9084882E-6	6.8791034E-5	8.0983529E-6	2.2915149E-5	2.697662E-6	1.2629328E-5	1.4867744E-6	1.2825063E-5	1.5098172E-6
791.25	5.4006839	1.198046	0.01659195	2.4384048	0.30879776	1.6117845	0.59551548		6.7165136E-5	7.9069457E-6	6.8777617E-5	8.0967733E-6	2.2910679E-5	2.6971358E-6	1.2626864E-5	1.4864845E-6	1.2822561E-5	1.5095227E-6
795	5.3345607	1.1838473	0.016567377	2.4057657	0.30648488	1.5954993	0.58973967		6.7152026E-5	7.9054023E-6	6.8764192E-5	8.0951929E-6	2.2906207E-5	2.6966094E-6	1.26244E-5	1.4861943E-6	1.2820059E-5	1.509228E-6
798.75	5.2739856	1.1714141	0.01640381	2.3717058	0.30470529	1.5794489	0.5840458		6.7138909E-5	7.9038582E-6	6.8750761E-5	8.0936117E-6	2.2901733E-5	2.6960827E-6	1.2621934E-5	1.485904E-6	1.2817554E-5	1.5089332E-6
802.5	5.214955	1.1594763	0.015999366	2.3356772	0.30260235	1.563629	0.57843235		6.7125789E-5	7.9023136E-6	6.8737326E-5	8.09203E-6	2.2897258E-5	2.6955558E-6	1.2619467E-5	1.4856136E-6	1.281505E-5	1.5086384E-6
806.25	5.1567217	1.1443092	0.015643373	2.3026115	0.29851853	1.5480351	0.57289786		6.7112667E-5	7.9007688E-6	6.8723889E-5	8.0904482E-6	2.2892782E-5	2.6950289E-6	1.2617E-5	1.4853232E-6	1.2812545E-5	1.5083435E-6
810	5.1070673	1.1308736	0.015422862	2.2739369	0.29545759	1.5326632	0.56744086		6.7099546E-5	7.8992242E-6	6.8710453E-5	8.0888664E-6	2.2888306E-5	2.694502E-6	1.2614534E-5	1.4850328E-6	1.281004E-5	1.5080486E-6
813.75	5.0594183	1.1209714	0.015262409	2.2452287	0.29359549	1.5175092	0.56205995		6.7086428E-5	7.8976798E-6	6.8697019E-5	8.087285E-6	2.2883831E-5	2.6939752E-6	1.2612067E-5	1.4847425E-6	1.2807535E-5	1.5077537E-6
817.5	4.998121	1.1110249	0.015186589	2.2174071	0.29052577	1.5025689	0.55675375		6.7073315E-5	7.8961361E-6	6.8683591E-5	8.0857042E-6	2.2879358E-5	2.6934486E-6	1.2609602E-5	1.4844523E-6	1.2805032E-5	1.507459E-6
821.25	4.946531	1.1007259	0.015267761	2.1906769	0.2873155	1.4878387	0.55152089		6.7060208E-5	7.8945932E-6	6.867017E-5	8.0841242E-6	2.2874887E-5	2.6929223E-6	1.2607138E-5	1.4841622E-6	1.280253E-5	1.5071645E-6
825	4.8971287	1.0882344	0.014835602	2.1606048	0.28471659	1.4733145	0.54636007		6.7047111E-5	7.8930513E-6	6.8656759E-5	8.0825454E-6	2.287042E-5	2.6923963E-6	1.2604676E-5	1.4838723E-6	1.2800029E-5	1.5068701E-6
828.75	4.835855	1.0742188	0.014203324	2.1271165	0.28147448	1.4589928	0.54126998		6.7034026E-5	7.8915109E-6	6.8643359E-5	8.080968E-6	2.2865956E-5	2.6918709E-6	1.2602216E-5	1.4835827E-6	1.2797531E-5	1.506576E-6
832.5	4.7801282	1.0619326	0.013956137	2.0997561	0.27894947	1.4448699	0.53624938		6.7020954E-5	7.889972E-6	6.8629974E-5	8.0793922E-6	2.2861497E-5	2.691346E-6	1.2599759E-5	1.4832934E-6	1.2795036E-5	1.5062822E-6
